"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"DRE01","OUT013",3804.91729910375
"NCB07","OUT045",3001.80106862892
"FDU50","OUT035",1984.44153734806
"FDG40","OUT035",775.009817161946
"FDW10","OUT018",2512.51506360284
"FDX51","OUT013",3171.78687897895
"NCP17","OUT045",917.856667767127
"FDP21","OUT035",3177.62689922572
"FDL04","OUT045",1601.06857362524
"FDV23","OUT013",1982.806486186
"FDF24","OUT046",1387.502321938
"FDH56","OUT027",3313.67384075426
"FDB51","OUT049",1096.94776444823
"FDI58","OUT027",3027.30445987646
"FDR20","OUT013",853.859219276695
"FDC51","OUT018",1737.66078968404
"FDB16","OUT027",2864.71127815398
"FDE40","OUT049",1114.0231462617
"NCM17","OUT035",868.44218785438
"FDU56","OUT035",3103.034145015
"FDS32","OUT019",428.418467213047
"FDX02","OUT049",3649.08930952325
"FDT39","OUT027",3946.73435883448
"FDE35","OUT017",1079.81600923149
"NCI42","OUT019",1415.44273407586
"DRL23","OUT046",1681.15598440933
"FDA10","OUT046",1910.40818865048
"FDA11","OUT013",1580.46336197326
"NCM06","OUT046",2452.24453107418
"NCT05","OUT035",4190.88828303362
"NCQ02","OUT010",1047.49532704464
"NCY06","OUT049",2126.56317988625
"FDY56","OUT035",3741.37725881712
"FDL02","OUT035",1842.26563776619
"NCI06","OUT035",2973.33669012773
"FDQ14","OUT045",2353.05884473339
"FDQ12","OUT017",3724.98371522697
"FDP36","OUT046",860.286686936003
"FDK21","OUT027",5413.53859535023
"FDO40","OUT045",2321.59519598635
"NCK54","OUT019",-32.9334665378206
"FDY09","OUT018",2559.32125040298
"NCW30","OUT049",4158.27304097445
"NCC55","OUT027",2083.71533778144
"FDE58","OUT018",1588.53625365995
"FDR39","OUT013",2953.4859036249
"FDU28","OUT049",3103.03711459706
"FDH08","OUT017",3710.75657527549
"FDG35","OUT045",2773.39836141623
"FDG22","OUT049",767.40264222228
"FDC34","OUT035",2683.81816581138
"FDP15","OUT018",3742.65327595608
"FDK34","OUT010",1876.24855070219
"FDU45","OUT035",2039.33838243789
"FDQ04","OUT027",2138.90777421799
"FDX22","OUT018",3088.02257013846
"FDB45","OUT017",1760.4714463287
"NCH43","OUT027",4856.9755654993
"DRE60","OUT046",3509.90231092518
"FDD17","OUT027",5180.49357165931
"NCM54","OUT017",2091.50457590243
"NCH55","OUT013",2029.09187604948
"NCT06","OUT017",2726.48957167802
"FDA48","OUT027",4950.86812816532
"FDY58","OUT027",5070.83573956074
"FDO25","OUT045",3249.62997166601
"FDN50","OUT045",1516.13616343375
"FDH35","OUT035",2783.48652461776
"FDK09","OUT045",3525.17651864296
"FDO16","OUT013",1374.14423925444
"FDW11","OUT045",970.683160706782
"FDU47","OUT027",3760.52617529431
"NCQ42","OUT010",85.8530622497278
"FDK55","OUT027",2902.46127324418
"FDN08","OUT049",1982.18886170669
"FDT57","OUT045",3699.75478181209
"FDJ12","OUT018",3062.41131460397
"DRL59","OUT017",954.577614144209
"NCN53","OUT046",600.436683063581
"FDO51","OUT010",-1119.89881788247
"FDK56","OUT017",3091.38203401851
"FDY12","OUT035",1044.59013154604
"FDU15","OUT035",848.743384571444
"FDQ19","OUT046",3876.84257311521
"DRF15","OUT045",2392.45718797512
"DRE25","OUT019",-429.668836709733
"FDK57","OUT018",1621.89133814445
"FDD33","OUT010",1731.95973949574
"FDR34","OUT027",5117.06140415312
"FDU04","OUT045",1869.7394906307
"FDE35","OUT019",-874.701048546406
"NCD31","OUT035",2744.12154046775
"FDJ56","OUT035",1734.37448731386
"NCU53","OUT046",2589.59146460513
"FDD39","OUT035",3548.14817327976
"NCU17","OUT019",-300.230332859939
"FDJ20","OUT046",1974.68674795483
"NCW41","OUT018",2225.84187490755
"FDL52","OUT035",861.611999599039
"FDS39","OUT035",2429.09954074013
"DRJ47","OUT045",2690.5110083163
"FDP13","OUT010",-1194.43390326981
"DRK39","OUT010",-586.829348356904
"FDF28","OUT010",134.503660156351
"FDB09","OUT045",1924.47279543434
"FDM51","OUT046",1668.2126325911
"DRM49","OUT018",487.994364547081
"DRF23","OUT013",2772.51414543867
"DRH01","OUT035",2874.73671211514
"FDH12","OUT027",3167.40946721915
"FDA28","OUT019",125.78046115284
"FDW37","OUT018",1169.72092856179
"FDF02","OUT046",1659.04775760477
"DRL37","OUT046",725.782691170367
"NCF43","OUT046",2264.00091554545
"FDH08","OUT010",1697.7886596381
"FDR34","OUT019",1782.95980633584
"NCK19","OUT049",3168.13774796018
"NCD55","OUT018",444.273086322848
"FDT27","OUT049",3836.15397124195
"FDQ57","OUT045",2303.76434923332
"FDA47","OUT035",2784.26425777432
"DRG15","OUT027",2436.06023750354
"FDE05","OUT018",2129.70119230969
"FDN46","OUT046",1639.03868680594
"FDX27","OUT027",2966.86653943797
"FDT51","OUT045",1758.67292322489
"FDU33","OUT013",822.974560211256
"FDJ16","OUT027",2413.24416705492
"FDD20","OUT019",64.246415871395
"FDT36","OUT049",706.596572072431
"DRF15","OUT027",3884.10664995244
"FDN52","OUT010",-459.919915806674
"FDC22","OUT027",4508.9973819621
"FDX15","OUT045",2488.38526793638
"FDT13","OUT013",3025.73291885954
"FDU04","OUT017",2039.53410063939
"FDU31","OUT019",1583.55094278831
"FDW59","OUT027",2864.88661316136
"NCO29","OUT046",2631.73817690673
"FDL15","OUT035",2597.07928112444
"FDI41","OUT049",2480.86680879776
"FDQ48","OUT049",1744.21627219588
"DRI39","OUT013",921.718708276671
"FDI08","OUT013",4024.8776586761
"FDC21","OUT049",1907.37556759228
"FDF58","OUT035",1171.79641765769
"FDS08","OUT010",902.398747405023
"FDE47","OUT045",1897.55501167699
"NCP18","OUT019",543.288975203752
"NCR41","OUT013",1572.99240338081
"FDA27","OUT013",4077.13245872012
"FDA43","OUT035",3236.19730640533
"FDA49","OUT045",1332.9297379167
"NCE55","OUT018",2530.09423798583
"DRM49","OUT027",2225.11073218591
"FDF22","OUT027",4833.40177999725
"FDQ15","OUT018",1057.77189107414
"NCS54","OUT017",2888.46290581644
"NCY05","OUT013",660.377996638594
"FDR45","OUT046",3796.09846716166
"FDK57","OUT049",2025.82062141177
"FDF41","OUT010",1980.8373688175
"FDV21","OUT046",1975.57714290912
"FDD51","OUT046",767.038616974869
"FDF33","OUT046",1762.37153885763
"FDA38","OUT046",3748.02379941783
"FDR56","OUT045",3082.15686170935
"NCN41","OUT017",2009.61261228835
"FDC60","OUT027",2894.20031808055
"FDB47","OUT045",3227.08284128014
"DRH01","OUT013",2803.79978778782
"FDW08","OUT046",1673.1276193966
"FDF38","OUT027",2196.0666167564
"FDY32","OUT017",2695.46515441149
"FDG34","OUT049",1903.97618950465
"FDG47","OUT019",2218.00874136761
"NCF18","OUT035",3128.28900992674
"FDL39","OUT019",1032.01197756879
"NCH55","OUT035",2120.15708230352
"DRJ35","OUT049",1076.48258531941
"FDS44","OUT035",3945.17354004891
"DRE01","OUT018",3490.86149961274
"FDY39","OUT013",2986.32152693959
"FDY32","OUT018",2300.3300532647
"FDR33","OUT027",3230.12262809872
"NCP50","OUT049",1408.72541769076
"FDZ47","OUT018",1336.31199198361
"FDU57","OUT049",2582.36193129162
"FDY44","OUT013",3178.15386005673
"DRH59","OUT018",942.264046099568
"FDB03","OUT027",5262.8017595001
"FDY46","OUT045",2906.58187792249
"FDM39","OUT045",2749.71194540601
"FDY36","OUT035",1407.82212950788
"NCM55","OUT035",3055.98631276795
"FDJ50","OUT010",-1025.46591161444
"DRL60","OUT013",2448.40452105817
"NCJ54","OUT049",3743.43334058868
"FDX59","OUT017",732.877194446284
"FDI07","OUT013",3248.11491348063
"DRF51","OUT010",-1282.26741284992
"FDM14","OUT017",1875.64717155416
"FDP21","OUT045",2968.13832755833
"FDE40","OUT035",1196.85789154436
"FDE05","OUT035",2569.09155596427
"FDM13","OUT027",3538.23605389204
"FDC34","OUT027",3990.31135869048
"NCI55","OUT018",1652.32285943623
"NCE43","OUT018",2396.86609684199
"FDW58","OUT018",1436.69773238921
"FDG60","OUT045",3627.9484581897
"FDV31","OUT017",2913.20697641821
"FDR47","OUT013",3112.06191119356
"FDM60","OUT019",-1139.62983015221
"NCF06","OUT018",3762.00976007047
"NCN26","OUT027",3302.5371993501
"FDQ59","OUT049",1547.29791522835
"FDF09","OUT046",661.613150691184
"NCS06","OUT017",4248.58709111735
"FDT44","OUT046",1868.56913191434
"FDI19","OUT017",3963.90759183759
"FDT22","OUT017",1074.81420778171
"NCF54","OUT027",4155.39365676685
"DRG25","OUT045",2888.90115029555
"FDB59","OUT017",3245.74225238133
"FDQ37","OUT017",3178.97350093842
"FDP56","OUT035",960.315039238746
"FDW44","OUT035",2942.88741846829
"FDJ26","OUT010",1524.85110424463
"FDU43","OUT018",3509.47592134325
"FDW33","OUT045",1612.27438519034
"NCX53","OUT027",3736.33274207004
"FDN56","OUT010",442.685158938922
"DRF15","OUT049",2530.54167882355
"FDO33","OUT017",1926.97702851417
"FDZ39","OUT010",-205.859059875947
"NCJ19","OUT017",961.708062090644
"FDU01","OUT035",3129.45675650204
"FDT12","OUT035",3715.56010955302
"NCM18","OUT018",703.345468391425
"FDP19","OUT017",2127.28813915509
"NCR42","OUT049",691.713071148922
"FDN10","OUT046",1898.55829525157
"FDG44","OUT017",986.974640334055
"FDQ10","OUT046",2756.64227167777
"DRH13","OUT049",1780.419327882
"FDT52","OUT013",3944.54105222077
"FDM56","OUT045",1700.51807353573
"NCO43","OUT010",-329.310470857291
"NCV29","OUT035",2962.47265041344
"NCF06","OUT013",4094.41727977363
"FDO50","OUT035",1625.37117852278
"FDT59","OUT013",3679.23256334621
"FDX40","OUT027",2104.39646355494
"FDE50","OUT017",3114.53012626243
"FDX51","OUT017",3286.81536835415
"NCD30","OUT018",1282.96388834087
"FDK15","OUT013",1648.71300182862
"FDL12","OUT045",953.038378739608
"FDK46","OUT017",4196.54163117309
"DRH49","OUT010",-611.292872360834
"FDQ57","OUT046",2370.47247017789
"FDY59","OUT017",1625.514009251
"FDO09","OUT018",3881.47388617371
"NCG30","OUT035",2096.85809070629
"FDM09","OUT017",2845.33297266519
"NCN17","OUT027",3058.55481936192
"NCS42","OUT013",1466.97893959495
"FDD02","OUT019",-35.0676590674103
"FDE34","OUT013",2930.58838961888
"FDU38","OUT045",2997.73006102308
"FDB33","OUT046",2538.61245279863
"NCJ29","OUT017",1506.52879393282
"FDZ27","OUT035",968.385927491541
"FDI40","OUT013",1673.46195181035
"FDG22","OUT013",736.260201878433
"FDT51","OUT017",1934.40616270892
"FDF20","OUT018",2893.1228674658
"FDV50","OUT035",2077.24644020358
"FDT02","OUT049",761.074755099949
"DRC49","OUT017",2418.28774452337
"FDF26","OUT049",2578.60707078422
"FDV52","OUT035",2044.50081511329
"FDX59","OUT049",745.246739545312
"FDV25","OUT035",3640.08715881502
"FDW23","OUT027",2118.94936251166
"FDE53","OUT018",1465.35287217866
"FDA19","OUT017",2159.36730554737
"FDH22","OUT046",1969.92512930638
"NCO41","OUT013",1599.81190022049
"FDX12","OUT017",3958.64332856856
"FDF17","OUT013",3135.43062104643
"FDS11","OUT045",3481.57167216842
"FDR51","OUT035",2581.95351290673
"FDT49","OUT010",-253.340347573506
"FDC56","OUT013",1926.70259885181
"FDR13","OUT027",3360.49136600266
"FDQ60","OUT035",2075.12854564667
"FDN38","OUT049",4041.06797998747
"NCL29","OUT013",2531.32483510406
"FDO13","OUT027",4076.77195713402
"FDE26","OUT018",2046.00787164364
"FDA31","OUT010",817.370143763267
"FDX14","OUT035",1399.15772604198
"FDA34","OUT045",2731.53785173213
"FDF26","OUT013",2528.85035957489
"FDE38","OUT045",2590.09531042654
"DRI11","OUT046",1798.76257086441
"FDQ60","OUT027",3353.31054100661
"FDL21","OUT027",2192.46099317077
"DRC12","OUT027",4488.35374314902
"FDC47","OUT046",3596.12696448233
"FDE57","OUT045",2207.89611096531
"FDT14","OUT045",1879.04422368369
"NCZ53","OUT046",3002.574532462
"FDE28","OUT018",3390.85905127889
"FDR19","OUT035",2500.70115252084
"NCF54","OUT019",847.925605979358
"FDZ08","OUT046",1373.71991694596
"NCJ05","OUT018",2175.53629055195
"FDF59","OUT046",2019.74452812772
"NCO05","OUT035",1733.03420568509
"FDW24","OUT018",556.464726935677
"NCX42","OUT018",2356.09774171899
"NCA53","OUT035",948.262762361806
"FDI45","OUT019",939.231402491925
"FDG46","OUT046",1853.02419210888
"FDM20","OUT010",1932.84157576849
"FDW11","OUT010",-908.498327600762
"FDX08","OUT035",3020.34576675057
"NCK17","OUT035",839.209599842488
"FDK32","OUT018",2210.79756304509
"NCA42","OUT035",2674.53920869247
"DRI01","OUT035",2858.19781711584
"NCL55","OUT049",4080.57519837786
"DRE25","OUT018",1233.50421418122
"FDD14","OUT017",2992.2220019549
"FDB10","OUT046",3723.32057429324
"DRN11","OUT035",2441.23657027143
"FDP38","OUT018",588.084287165462
"NCA30","OUT017",3058.23517805226
"FDT15","OUT017",3099.19223170844
"NCP55","OUT018",645.949112631264
"FDF12","OUT035",2532.74373042459
"FDM21","OUT018",3753.16251757975
"FDX56","OUT035",3447.93046524351
"FDF10","OUT017",2475.10352773057
"FDT32","OUT045",2984.35971978804
"FDM51","OUT018",1411.92616353963
"NCR50","OUT018",2180.27163730616
"FDI19","OUT049",3930.30218236274
"FDX21","OUT017",1819.18321469127
"FDR31","OUT035",2521.32064587441
"FDY02","OUT013",4182.02000258477
"NCA29","OUT045",2646.32865973516
"NCX17","OUT046",3608.15567423762
"FDM12","OUT045",3001.26510963915
"FDI53","OUT027",4051.68977355705
"NCU30","OUT049",2676.87376371526
"FDC56","OUT027",3358.61237722772
"FDK27","OUT018",1697.98296754321
"NCK18","OUT017",2757.0569634021
"FDB52","OUT019",2166.61300352099
"DRG25","OUT027",4444.35533827884
"FDZ13","OUT049",984.308227924392
"FDB57","OUT019",1681.04901778331
"FDR40","OUT046",1414.1862626966
"NCO14","OUT019",-1146.87201832261
"NCN19","OUT045",2958.0061969429
"FDQ28","OUT019",638.152672729631
"FDO13","OUT018",2362.67297078887
"FDK48","OUT013",1312.98589917277
"FDU07","OUT018",2186.69872691464
"FDW20","OUT046",1952.2584871463
"FDV12","OUT010",-285.787431105983
"FDH24","OUT013",2567.43076840233
"FDV59","OUT049",3527.43667713895
"FDK57","OUT045",1844.07320362979
"FDL16","OUT027",2208.79442949991
"NCQ17","OUT046",2465.04119133511
"FDJ15","OUT018",2731.84206827349
"FDX24","OUT049",1626.03118208783
"FDT47","OUT046",1583.40092818908
"FDT10","OUT049",1123.24715151319
"FDZ37","OUT018",1207.15129753351
"FDW43","OUT027",5118.72911230823
"DRN36","OUT017",1634.72656503776
"FDJ14","OUT045",1310.21250674329
"FDA32","OUT013",3486.10627887136
"FDJ38","OUT019",1171.31202204017
"FDQ57","OUT017",2472.95364164586
"NCQ41","OUT019",1173.42368860643
"FDG56","OUT049",1117.89838315639
"DRC13","OUT027",3446.0011127412
"FDV55","OUT035",2477.2157145912
"FDQ49","OUT045",2494.36842831055
"FDE29","OUT010",-958.810611473086
"FDR03","OUT013",3352.00032067963
"FDD45","OUT049",1596.61075091259
"FDN38","OUT010",2035.96486906758
"FDT56","OUT046",978.075009751261
"FDT48","OUT045",3078.94656930228
"FDU03","OUT049",3010.86343701501
"FDC56","OUT010",-50.4485265331378
"NCO43","OUT027",3006.43415778341
"FDQ27","OUT017",1759.82617804729
"FDR03","OUT046",3324.04699640086
"DRH23","OUT010",-1079.24244218302
"FDG22","OUT045",641.35443648645
"NCJ42","OUT013",1669.93830329185
"FDR24","OUT046",1510.63105263654
"FDW60","OUT035",2982.0830987867
"FDJ08","OUT013",3051.89670103564
"DRL59","OUT018",576.055100508304
"FDG60","OUT010",1747.70592730203
"FDW27","OUT017",2612.91777350018
"FDX14","OUT018",1005.35840727058
"FDC20","OUT013",967.77690245499
"NCS29","OUT018",3849.25200553229
"FDJ56","OUT046",1595.93534888951
"FDB20","OUT019",-623.531501790769
"FDL28","OUT027",5110.5806565615
"FDW01","OUT018",2172.6585205877
"FDL03","OUT046",3182.58109274675
"FDX22","OUT049",3451.4363132078
"FDJ21","OUT035",2526.64249445295
"FDR31","OUT045",2343.39286530304
"FDG21","OUT035",2605.41551766942
"FDS22","OUT027",2229.70057103555
"FDK08","OUT035",1779.29517583021
"FDE17","OUT018",2199.14408097548
"NCN30","OUT017",1635.69955742643
"FDT50","OUT046",1594.05596633087
"NCX42","OUT049",2690.82771806499
"FDJ12","OUT035",3486.80031274827
"NCA18","OUT027",3300.37500403352
"FDP23","OUT019",1536.13065611409
"FDX12","OUT013",3888.20071765965
"FDN40","OUT018",2158.6587014608
"FDV48","OUT035",1480.7540208751
"NCY54","OUT013",2726.83079931168
"FDL16","OUT010",-1167.47799252371
"FDR45","OUT018",3526.77876372191
"FDJ52","OUT046",2585.96067532094
"DRG01","OUT017",1367.63812270496
"FDP52","OUT013",3718.95727279709
"FDU58","OUT017",3111.06038036327
"FDL02","OUT045",1644.5618163832
"FDG28","OUT013",3928.95828094946
"FDA19","OUT035",2181.23036065422
"FDW46","OUT027",2564.63311518521
"NCD43","OUT049",1741.37773048237
"DRG39","OUT013",879.917126257762
"NCF55","OUT049",719.156426052453
"FDJ07","OUT046",1883.76974591618
"FDE08","OUT046",2416.2557654639
"FDP56","OUT019",-1061.52838418213
"FDT45","OUT045",813.513177259667
"FDF17","OUT018",2800.2076329628
"FDX44","OUT046",1440.10648864755
"FDM28","OUT027",4327.26951391631
"FDI36","OUT049",3290.95404479819
"FDS07","OUT045",1768.36000356322
"FDD36","OUT045",1822.00739212686
"FDW11","OUT046",993.509886719904
"FDN40","OUT049",2556.92861844744
"NCQ18","OUT049",1635.21558480065
"NCQ54","OUT017",2751.49495847615
"NCS42","OUT045",1391.34362494247
"DRH39","OUT010",-710.575887373791
"FDC09","OUT027",3169.37213166656
"FDT08","OUT010",520.473911877307
"FDC08","OUT035",3733.99038411898
"FDT20","OUT017",780.604930528985
"FDS35","OUT035",1173.489941433
"FDX58","OUT018",2642.14377352055
"FDW58","OUT046",1695.82142728349
"DRD27","OUT046",1581.59729096067
"FDH32","OUT019",-324.622327852738
"FDS26","OUT035",4267.05233536992
"FDQ31","OUT046",1445.45140926141
"FDP11","OUT018",3201.60754437353
"FDD58","OUT017",1705.27692071193
"FDM33","OUT045",3386.31402600228
"FDZ16","OUT049",3229.84890736367
"NCS29","OUT010",2219.7224245115
"NCM18","OUT019",-955.712691685716
"FDP11","OUT049",3572.68862472767
"NCC42","OUT017",2370.14039680937
"DRM23","OUT046",2725.95229316305
"NCN55","OUT027",5207.70935369854
"FDK46","OUT013",4104.25863237325
"FDR01","OUT046",3174.99501309106
"NCA05","OUT045",2319.09282833283
"NCP43","OUT017",2922.35541981567
"FDR12","OUT010",865.784151168516
"FDQ01","OUT013",4084.2598265468
"FDM13","OUT046",2063.57235094823
"FDQ19","OUT017",3981.44925816492
"FDK56","OUT019",1040.74243025973
"NCX06","OUT010",981.101461297824
"FDO56","OUT027",3393.57341593812
"FDU45","OUT045",1780.59546561838
"FDI16","OUT019",-978.33636138588
"FDL32","OUT046",1835.35372225712
"FDA07","OUT046",2005.06524320152
"FDA14","OUT045",2306.92439495308
"FDV46","OUT027",3722.02218728957
"NCO07","OUT035",3501.96249590653
"NCP41","OUT046",1680.34163020324
"FDY60","OUT018",2074.88109225548
"FDN38","OUT017",4082.32564431449
"FDO15","OUT046",1296.13669598639
"FDT60","OUT013",1978.43086070654
"FDA55","OUT035",3735.82859766801
"FDE02","OUT010",-402.787617970262
"DRJ39","OUT049",3569.7919505875
"FDV34","OUT035",1445.53886692267
"FDS20","OUT027",4391.05322829693
"FDF02","OUT027",3096.46770226819
"FDW40","OUT017",2457.71110854994
"NCB43","OUT046",2929.63188402235
"FDR58","OUT017",1575.6987346254
"DRJ59","OUT035",841.946168555813
"NCD30","OUT017",1667.40887969984
"FDE14","OUT017",1737.60377289659
"FDC28","OUT018",1454.68556842283
"FDU16","OUT018",1136.39822860139
"NCD19","OUT035",1052.77613612641
"FDU21","OUT046",690.604189370686
"FDV59","OUT027",4900.94952098752
"FDU03","OUT045",2866.09291991527
"FDC33","OUT010",1287.56648124824
"NCR42","OUT035",762.215998720146
"DRH59","OUT035",1382.23854286337
"NCM31","OUT035",2400.03108600216
"FDS50","OUT035",3663.05137736817
"FDP39","OUT046",875.197718737821
"FDQ55","OUT013",1950.11475028339
"FDV36","OUT019",80.860378539932
"FDI05","OUT027",2753.09347029182
"FDS45","OUT027",3192.58332852667
"FDA39","OUT045",621.34300614821
"FDC37","OUT010",-171.924670722467
"FDJ60","OUT027",4149.19731356984
"DRQ35","OUT046",1937.16861104087
"NCJ06","OUT046",1873.8214049591
"NCY42","OUT018",2029.47444788658
"DRM37","OUT049",3193.83567357859
"FDR14","OUT045",778.861409475842
"FDE51","OUT049",877.607790209137
"FDT33","OUT017",2815.23796562764
"FDR08","OUT013",1828.29242913251
"FDE36","OUT010",715.290200908421
"FDL22","OUT019",-427.188981746389
"FDR44","OUT013",2129.04454567275
"FDI56","OUT019",-461.306479505328
"FDE47","OUT010",100.638399920675
"FDV27","OUT010",-413.790964059061
"FDV10","OUT049",863.522181577158
"FDC40","OUT045",1268.09811815939
"NCX41","OUT013",3348.01299688082
"NCQ38","OUT027",3120.07435803894
"FDV12","OUT027",3110.82640159575
"FDE52","OUT017",1596.1081061001
"FDG20","OUT027",4306.46758991995
"FDV16","OUT027",2114.98463297012
"FDI32","OUT017",1899.82861915905
"FDJ32","OUT049",1107.40607711791
"FDN39","OUT018",2473.44082073226
"FDY34","OUT017",2840.40582540198
"FDC14","OUT035",908.784639306704
"FDA55","OUT017",3700.66346586078
"FDZ50","OUT010",1024.54917869208
"DRG13","OUT049",2729.03445376939
"FDP01","OUT013",2522.40272050145
"NCG54","OUT017",2839.26329031769
"FDM13","OUT045",2007.31302817426
"NCO18","OUT027",4291.29378091419
"NCW41","OUT013",2524.48326781402
"FDM52","OUT027",3851.10373060898
"NCF55","OUT035",758.631470003963
"FDT09","OUT046",2136.09508807257
"NCM19","OUT035",1897.32258513171
"FDW12","OUT018",2141.47683219128
"FDP15","OUT019",2133.35445353957
"FDK36","OUT045",756.290916543467
"FDZ25","OUT035",2943.33971740043
"NCW06","OUT049",3150.33954680531
"FDW60","OUT046",2874.20834435084
"DRC49","OUT013",2355.08624670156
"NCT17","OUT035",3145.49325090597
"NCN06","OUT018",2323.66753808232
"FDC45","OUT013",2746.47428573249
"DRJ47","OUT019",820.302089549047
"NCF06","OUT045",3970.80051387423
"FDE21","OUT010",-31.9360396945218
"DRG27","OUT013",716.397845522455
"FDW40","OUT049",2426.23011979421
"NCO53","OUT046",2897.42421625638
"FDE23","OUT049",893.090166460895
"FDQ16","OUT046",1733.01249737101
"FDS26","OUT045",4009.74278365016
"FDZ13","OUT010",-1096.86255099662
"FDS14","OUT049",2605.18194780311
"FDC10","OUT045",1869.47313713934
"FDY16","OUT049",3078.76479645922
"FDJ20","OUT035",2156.53024448893
"FDV43","OUT035",872.657996410292
"FDZ32","OUT027",3195.54872798167
"FDR23","OUT046",2793.00166805034
"FDN24","OUT035",1012.04140204862
"FDE34","OUT027",4361.22651251548
"FDU31","OUT013",3539.14753221517
"FDW33","OUT018",1440.47096161744
"FDU26","OUT046",1914.66380029799
"FDE20","OUT027",4228.20977188581
"NCW05","OUT035",1783.97217878606
"FDB22","OUT018",2156.07380987158
"FDO56","OUT046",1902.67432212047
"FDA19","OUT027",3502.57241738192
"DRI39","OUT045",828.32342875846
"FDH52","OUT018",754.378702425399
"FDZ50","OUT035",3104.29663969278
"NCN42","OUT035",2493.41847343194
"FDB53","OUT013",2415.34010219133
"DRG11","OUT017",1812.56063533937
"DRK11","OUT027",3841.5637514442
"FDQ60","OUT017",2062.04476949688
"FDT36","OUT017",719.019237067605
"DRG25","OUT018",2674.03414028146
"DRJ23","OUT046",3011.77624137228
"FDG05","OUT035",2728.25207072615
"NCK06","OUT018",1606.24447409509
"FDU52","OUT017",2583.123175333
"FDW07","OUT018",1178.25212093697
"NCM17","OUT045",670.687769781677
"FDA22","OUT045",2619.09818027726
"NCA41","OUT018",2792.64021805129
"FDF38","OUT035",923.345689795678
"FDH52","OUT046",1058.03407883676
"FDY58","OUT019",1691.27966531539
"FDZ16","OUT045",3061.44136218826
"NCM18","OUT017",1077.58996548263
"FDA22","OUT018",2383.02245364863
"NCJ43","OUT035",2927.94251480147
"FDI34","OUT027",5137.81133698262
"FDG56","OUT046",1036.37076306411
"FDS34","OUT046",1871.88280705881
"DRC01","OUT035",1006.47674974514
"FDQ04","OUT035",827.239452903708
"FDK04","OUT035",1092.99742875819
"FDT51","OUT049",1918.0730057523
"FDV26","OUT017",3251.83664964416
"FDS04","OUT049",2411.03339622325
"FDW43","OUT018",3372.608770423
"FDQ28","OUT010",606.722668769021
"NCK06","OUT017",1984.77158999829
"FDS23","OUT018",1731.39857681777
"FDZ36","OUT019",1109.11346871591
"FDE56","OUT018",747.093021442041
"FDW10","OUT027",4228.93557512341
"NCN14","OUT045",2848.52733191376
"NCQ18","OUT045",1477.25086724197
"FDW08","OUT017",1803.77565987043
"FDU43","OUT035",3915.44771172955
"FDR33","OUT010",-177.859917294816
"FDM24","OUT010",527.077397968759
"NCZ05","OUT046",1628.78591019922
"NCV41","OUT035",1928.98731165733
"FDV11","OUT018",2542.55167802336
"NCY05","OUT035",781.947648998055
"FDV44","OUT018",2772.70905141376
"FDW32","OUT049",1506.14389170689
"NCU18","OUT027",3740.25285313471
"NCC43","OUT035",4068.18962366342
"FDW19","OUT013",1858.62962688806
"FDN31","OUT035",3197.99205835702
"FDI48","OUT045",826.603314729932
"FDS24","OUT017",1590.05937523968
"FDF46","OUT049",1920.14041627585
"DRG23","OUT017",2525.24733087591
"FDG14","OUT018",2200.91984121744
"NCY30","OUT049",2928.83197430267
"FDO28","OUT018",1643.18968844553
"DRD24","OUT035",2441.12082302926
"FDI33","OUT049",1567.11357440015
"FDN32","OUT046",2966.52966147251
"FDR16","OUT045",3316.98713495516
"FDF26","OUT046",2505.62697030653
"NCN29","OUT018",529.747680631914
"FDE20","OUT045",2692.65351565867
"FDA46","OUT046",3056.80581726509
"FDU28","OUT045",2954.48545944281
"FDQ48","OUT045",1588.21291910892
"FDV36","OUT013",2061.34863054341
"FDR14","OUT018",582.670399744454
"FDP23","OUT017",3527.45149489499
"FDP56","OUT013",889.191417696941
"FDK48","OUT010",-650.020120419586
"FDR48","OUT046",2446.50461938165
"NCY29","OUT049",1009.14626441539
"FDM22","OUT018",656.27970364433
"DRJ01","OUT013",2591.1891733537
"FDZ43","OUT045",3835.94842209014
"FDV03","OUT035",2628.0393001069
"FDX11","OUT027",4383.40561905675
"NCA41","OUT027",4514.21611113737
"FDE38","OUT017",2768.92217542799
"FDI27","OUT018",548.457878713326
"FDN32","OUT013",2962.21164336652
"NCN43","OUT017",2024.32141568633
"FDB47","OUT027",4738.39619700792
"FDV03","OUT017",2600.36177590476
"NCN30","OUT045",1499.85687692379
"NCV54","OUT010",-13.4211648941438
"FDV07","OUT013",1800.64446578767
"FDP07","OUT049",3236.85269128639
"FDK48","OUT018",950.338109951897
"FDM15","OUT019",584.108319921364
"FDY19","OUT027",3318.75679305745
"FDK46","OUT046",4096.60076578408
"FDY11","OUT045",1037.44276525756
"FDH09","OUT046",875.002819773862
"FDO08","OUT027",4154.25904656315
"FDU14","OUT013",3985.22674841503
"FDD22","OUT027",3254.45199853766
"FDM27","OUT017",2657.85941486294
"FDL02","OUT027",3175.46719064391
"NCA17","OUT035",2486.75343916485
"FDE38","OUT019",732.124454793997
"NCG07","OUT049",3082.19104966903
"DRC27","OUT013",3916.96037899818
"FDA27","OUT035",4206.1080402769
